Hash,Refatoração,Descrição
8b2731d2dd58cf6fd9123446a8983ecbd73671f6,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method scheduleJobQuery(long) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:44}	{Method scheduleJobQuery(long  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:44}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.XxlJobInfoDao scheduleJobQuery(long)}  {com.xxl.job.admin.dao.XxlJobInfoDao scheduleJobQuery(long  int)}),
e9566fcbbf47d1f684e8845cc379f0782d86a453,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method index(Model) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:35}	{Method index(Model  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:35}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobInfoController index(Model)}  {com.xxl.job.admin.controller.JobInfoController index(Model  int)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLast.java:15}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLast.java:14}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteLast route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteLast route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteBusyover.java:18}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteBusyover.java:17}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteBusyover route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteBusyover route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLFU.java:59}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLFU.java:58}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteLFU route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteLFU route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteFailover.java:18}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteFailover.java:17}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteFailover route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteFailover route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(int  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLRU.java:24}	{Method route(int  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLRU.java:23}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteLRU route(int  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteLRU route(int  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(int  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLFU.java:23}	{Method route(int  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLFU.java:22}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteLFU route(int  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteLFU route(int  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteConsistentHash.java:80}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteConsistentHash.java:79}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteConsistentHash route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteConsistentHash route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method hashJob(int  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteConsistentHash.java:60}	{Method hashJob(int  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteConsistentHash.java:59}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteConsistentHash hashJob(int  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteConsistentHash hashJob(int  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLRU.java:57}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteLRU.java:56}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteLRU route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteLRU route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteRandom.java:18}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteRandom.java:17}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteRandom route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteRandom route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteRound.java:33}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteRound.java:32}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteRound route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteRound route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/ExecutorRouter.java:16}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/ExecutorRouter.java:16}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.ExecutorRouter route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.ExecutorRouter route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method route(TriggerParam  ArrayList) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteFirst.java:15}	{Method route(TriggerParam  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/route/strategy/ExecutorRouteFirst.java:14}) CHANGE_SIGNATURE({com.xxl.job.admin.core.route.strategy.ExecutorRouteFirst route(TriggerParam  ArrayList)}  {com.xxl.job.admin.core.route.strategy.ExecutorRouteFirst route(TriggerParam  List)}),
e43791d4a15401d4433a0645614351ca26ed0fdb,EXTRACT, EXTRACT	{Method trigger(int  int  TriggerTypeEnum) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/trigger/XxlJobTrigger.java:29}	{Method processTrigger(XxlJobGroup  XxlJobInfo  int  TriggerTypeEnum  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/trigger/XxlJobTrigger.java:59}) EXTRACT({com.xxl.job.admin.core.trigger.XxlJobTrigger trigger(int  int  TriggerTypeEnum)}  {com.xxl.job.admin.core.trigger.XxlJobTrigger processTrigger(XxlJobGroup  XxlJobInfo  int  TriggerTypeEnum  int)}),
1d31733031e1ff896a804a29f33947340cdc17f2,EXTRACT_MOVE, EXTRACT_MOVE	{Method initJobHandlerMethodRepository(ApplicationContext) at xxl-job-core/src/main/java/com/xxl/job/core/executor/impl/XxlJobSpringExecutor.java:80}	{Method registerJobHandler(XxlJob  Object  Method) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:116}) EXTRACT_MOVE({com.xxl.job.core.executor.impl.XxlJobSpringExecutor initJobHandlerMethodRepository(ApplicationContext)}  {com.xxl.job.core.executor.XxlJobExecutor registerJobHandler(XxlJob  Object  Method)}),
1d31733031e1ff896a804a29f33947340cdc17f2,EXTRACT_MOVE, EXTRACT_MOVE	{Method initJobHandlerMethodRepository(List) at xxl-job-core/src/main/java/com/xxl/job/core/executor/impl/XxlJobSimpleExecutor.java:51}	{Method registerJobHandler(XxlJob  Object  Method) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:116}) EXTRACT_MOVE({com.xxl.job.core.executor.impl.XxlJobSimpleExecutor initJobHandlerMethodRepository(List)}  {com.xxl.job.core.executor.XxlJobExecutor registerJobHandler(XxlJob  Object  Method)}),
b3aa981fa8547b096dd7f31a161688c546c20e35,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pageList(int  int  int  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:15}	{Method pageList(int  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:15}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.XxlJobInfoDao pageList(int  int  int  String)}  {com.xxl.job.admin.dao.XxlJobInfoDao pageList(int  int  int  String  String)}),
b3aa981fa8547b096dd7f31a161688c546c20e35,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pageListCount(int  int  int  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:16}	{Method pageListCount(int  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:20}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.XxlJobInfoDao pageListCount(int  int  int  String)}  {com.xxl.job.admin.dao.XxlJobInfoDao pageListCount(int  int  int  String  String)}),
b3aa981fa8547b096dd7f31a161688c546c20e35,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pageList(int  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:47}	{Method pageList(int  int  int  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:47}) CHANGE_SIGNATURE({com.xxl.job.admin.service.impl.XxlJobServiceImpl pageList(int  int  int  String  String)}  {com.xxl.job.admin.service.impl.XxlJobServiceImpl pageList(int  int  int  String  String  String)}),
b3aa981fa8547b096dd7f31a161688c546c20e35,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pageList(int  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/XxlJobService.java:17}	{Method pageList(int  int  int  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/XxlJobService.java:17}) CHANGE_SIGNATURE({com.xxl.job.admin.service.XxlJobService pageList(int  int  int  String  String)}  {com.xxl.job.admin.service.XxlJobService pageList(int  int  int  String  String  String)}),
b3aa981fa8547b096dd7f31a161688c546c20e35,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pageList(int  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:52}	{Method pageList(int  int  int  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:52}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobInfoController pageList(int  int  int  String  String)}  {com.xxl.job.admin.controller.JobInfoController pageList(int  int  int  String  String  String)}),
49d7c97a2e4468ce5d4292e78eae6276e0e13315,RENAME, RENAME	{Method afterPropertiesSet() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/conf/XxlJobScheduler.java:42}	{Method init() at xxl-job-admin/src/main/java/com/xxl/job/admin/core/conf/XxlJobScheduler.java:42}) RENAME({com.xxl.job.admin.core.conf.XxlJobScheduler afterPropertiesSet()}  {com.xxl.job.admin.core.conf.XxlJobScheduler init()}),
f62a30a28b9a640590a39e0c41259f39525de001,RENAME, RENAME	{Method pause(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:235}	{Method start(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:223}) RENAME({com.xxl.job.admin.service.impl.XxlJobServiceImpl pause(int)}  {com.xxl.job.admin.service.impl.XxlJobServiceImpl start(int)}),
f62a30a28b9a640590a39e0c41259f39525de001,RENAME, RENAME	{Method resume(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:250}	{Method stop(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/XxlJobServiceImpl.java:239}) RENAME({com.xxl.job.admin.service.impl.XxlJobServiceImpl resume(int)}  {com.xxl.job.admin.service.impl.XxlJobServiceImpl stop(int)}),
f62a30a28b9a640590a39e0c41259f39525de001,RENAME, RENAME	{Method resume(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:85}	{Method start(int) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:85}) RENAME({com.xxl.job.admin.controller.JobInfoController resume(int)}  {com.xxl.job.admin.controller.JobInfoController start(int)}),
6574d7f9de1d8790397b0d7c1c38807a4833a33e,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method triggerCountByDay(Date  Date) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/impl/XxlJobLogDaoImpl.java:86}	{Method triggerCountByDay(Date  Date  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/impl/XxlJobLogDaoImpl.java:86}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.impl.XxlJobLogDaoImpl triggerCountByDay(Date  Date)}  {com.xxl.job.admin.dao.impl.XxlJobLogDaoImpl triggerCountByDay(Date  Date  int)}),
6574d7f9de1d8790397b0d7c1c38807a4833a33e,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method triggerCountByDay(Date  Date) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/IXxlJobLogDao.java:30}	{Method triggerCountByDay(Date  Date  int) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/IXxlJobLogDao.java:30}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.IXxlJobLogDao triggerCountByDay(Date  Date)}  {com.xxl.job.admin.dao.IXxlJobLogDao triggerCountByDay(Date  Date  int)}),
d1b0cdbda9a5e9d8df7284c52881a1ff97142e55,MOVE, MOVE	{Class IndexController at xxl-job-executor-springboot-example/src/main/java/com/xxl/job/executor/mvc/handler/IndexController.java:8}	{Class IndexController at xxl-job-executor-springboot-example/src/main/java/com/xxl/job/executor/mvc/controller/IndexController.java:8}) MOVE({com.xxl.job.executor.mvc.handler.IndexController}  {com.xxl.job.executor.mvc.controller.IndexController}),
55f0f8aacfa9c0e17398f843faa260918488586f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method registry(HttpServletRequest  RegistryParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:54}	{Method registry(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:65}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobApiController registry(HttpServletRequest  RegistryParam)}  {com.xxl.job.admin.controller.JobApiController registry(HttpServletRequest  String)}),
55f0f8aacfa9c0e17398f843faa260918488586f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method callback(HttpServletRequest  List) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:32}	{Method callback(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:33}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobApiController callback(HttpServletRequest  List)}  {com.xxl.job.admin.controller.JobApiController callback(HttpServletRequest  String)}),
55f0f8aacfa9c0e17398f843faa260918488586f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method registryRemove(HttpServletRequest  RegistryParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:74}	{Method registryRemove(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:95}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobApiController registryRemove(HttpServletRequest  RegistryParam)}  {com.xxl.job.admin.controller.JobApiController registryRemove(HttpServletRequest  String)}),
cda375f5d37d6928ccc785f4f3878215534fe338,EXTRACT, EXTRACT	{Method registry(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:65}	{Method parseParam(String  Class  Class[]) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:45}) EXTRACT({com.xxl.job.admin.controller.JobApiController registry(HttpServletRequest  String)}  {com.xxl.job.admin.controller.JobApiController parseParam(String  Class  Class[])}),
cda375f5d37d6928ccc785f4f3878215534fe338,EXTRACT, EXTRACT	{Method registryRemove(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:95}	{Method validAccessToken(HttpServletRequest) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:34}) EXTRACT({com.xxl.job.admin.controller.JobApiController registryRemove(HttpServletRequest  String)}  {com.xxl.job.admin.controller.JobApiController validAccessToken(HttpServletRequest)}),
cda375f5d37d6928ccc785f4f3878215534fe338,EXTRACT, EXTRACT	{Method registry(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:65}	{Method validAccessToken(HttpServletRequest) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:34}) EXTRACT({com.xxl.job.admin.controller.JobApiController registry(HttpServletRequest  String)}  {com.xxl.job.admin.controller.JobApiController validAccessToken(HttpServletRequest)}),
cda375f5d37d6928ccc785f4f3878215534fe338,EXTRACT, EXTRACT	{Method registryRemove(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:95}	{Method parseParam(String  Class  Class[]) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:45}) EXTRACT({com.xxl.job.admin.controller.JobApiController registryRemove(HttpServletRequest  String)}  {com.xxl.job.admin.controller.JobApiController parseParam(String  Class  Class[])}),
cda375f5d37d6928ccc785f4f3878215534fe338,EXTRACT, EXTRACT	{Method callback(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:33}	{Method validAccessToken(HttpServletRequest) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:34}) EXTRACT({com.xxl.job.admin.controller.JobApiController callback(HttpServletRequest  String)}  {com.xxl.job.admin.controller.JobApiController validAccessToken(HttpServletRequest)}),
cda375f5d37d6928ccc785f4f3878215534fe338,EXTRACT, EXTRACT	{Method callback(HttpServletRequest  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:33}	{Method parseParam(String  Class  Class[]) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:45}) EXTRACT({com.xxl.job.admin.controller.JobApiController callback(HttpServletRequest  String)}  {com.xxl.job.admin.controller.JobApiController parseParam(String  Class  Class[])}),
20a1e1ee4920a6e1e1c8a104558aa0dc0393293e,MOVE_RENAME, MOVE_RENAME	{Class XxlJobPostHandleHelper at xxl-job-admin/src/main/java/com/xxl/job/admin/core/handle/XxlJobPostHandleHelper.java:16}	{Class XxlJobCompleter at xxl-job-admin/src/main/java/com/xxl/job/admin/core/complete/XxlJobCompleter.java:16}) MOVE_RENAME({com.xxl.job.admin.core.handle.XxlJobPostHandleHelper}  {com.xxl.job.admin.core.complete.XxlJobCompleter}),
