Hash,Refatoração,Descrição
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method writeTo(IndentingWriter  Collection) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/AnnotationFormatter.java:41}	{Method writeTo(IndentingWriter  Collection  String) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/AnnotationFormatter.java:43}) CHANGE_SIGNATURE({org.jf.baksmali.Adaptors.AnnotationFormatter writeTo(IndentingWriter  Collection)}  {org.jf.baksmali.Adaptors.AnnotationFormatter writeTo(IndentingWriter  Collection  String)}),
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,RENAME, RENAME	{Method getShortMethodDescriptor(MethodReference) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:42}	{Method getMethodDescriptor(MethodReference  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:47}) RENAME({org.jf.dexlib2.util.ReferenceUtil getShortMethodDescriptor(MethodReference)}  {org.jf.dexlib2.util.ReferenceUtil getMethodDescriptor(MethodReference  boolean)}),
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,EXTRACT, EXTRACT	{Method writeFieldDescriptor(Writer  FieldReference) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:98}	{Method writeFieldDescriptor(Writer  FieldReference  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:110}) EXTRACT({org.jf.dexlib2.util.ReferenceUtil writeFieldDescriptor(Writer  FieldReference)}  {org.jf.dexlib2.util.ReferenceUtil writeFieldDescriptor(Writer  FieldReference  boolean)}),
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,EXTRACT, EXTRACT	{Method writeMethodDescriptor(Writer  MethodReference) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:68}	{Method writeMethodDescriptor(Writer  MethodReference  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:67}) EXTRACT({org.jf.dexlib2.util.ReferenceUtil writeMethodDescriptor(Writer  MethodReference)}  {org.jf.dexlib2.util.ReferenceUtil writeMethodDescriptor(Writer  MethodReference  boolean)}),
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method writeTo(IndentingWriter  Field  boolean) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/FieldDefinition.java:43}	{Method writeTo(baksmaliOptions  IndentingWriter  Field  boolean) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/FieldDefinition.java:44}) CHANGE_SIGNATURE({org.jf.baksmali.Adaptors.FieldDefinition writeTo(IndentingWriter  Field  boolean)}  {org.jf.baksmali.Adaptors.FieldDefinition writeTo(baksmaliOptions  IndentingWriter  Field  boolean)}),
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method writeTo(IndentingWriter  Annotation) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/AnnotationFormatter.java:54}	{Method writeTo(IndentingWriter  Annotation  String) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/AnnotationFormatter.java:57}) CHANGE_SIGNATURE({org.jf.baksmali.Adaptors.AnnotationFormatter writeTo(IndentingWriter  Annotation)}  {org.jf.baksmali.Adaptors.AnnotationFormatter writeTo(IndentingWriter  Annotation  String)}),
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method writeTo(IndentingWriter  ArrayEncodedValue) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/EncodedValue/ArrayEncodedValueAdaptor.java:39}	{Method writeTo(IndentingWriter  ArrayEncodedValue  String) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/EncodedValue/ArrayEncodedValueAdaptor.java:41}) CHANGE_SIGNATURE({org.jf.baksmali.Adaptors.EncodedValue.ArrayEncodedValueAdaptor writeTo(IndentingWriter  ArrayEncodedValue)}  {org.jf.baksmali.Adaptors.EncodedValue.ArrayEncodedValueAdaptor writeTo(IndentingWriter  ArrayEncodedValue  String)}),
1b0a917a6a8bfa0cf81a86a5995a76ab94c496fa,EXTRACT, EXTRACT	{Method getFieldDescriptor(FieldReference) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:80}	{Method getFieldDescriptor(FieldReference  boolean) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/util/ReferenceUtil.java:86}) EXTRACT({org.jf.dexlib2.util.ReferenceUtil getFieldDescriptor(FieldReference)}  {org.jf.dexlib2.util.ReferenceUtil getFieldDescriptor(FieldReference  boolean)}),
689e0e59a69e08362a5b1373495e389496e12e57,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method assembleSmaliFile(File  DexFile  boolean  boolean  boolean  boolean  int) at brut.apktool.smali/smali/src/main/java/org/jf/smali/main.java:279}	{Method assembleSmaliFile(File  DexFile  boolean  boolean  boolean  int) at brut.apktool.smali/smali/src/main/java/org/jf/smali/main.java:275}) CHANGE_SIGNATURE({org.jf.smali.main assembleSmaliFile(File  DexFile  boolean  boolean  boolean  boolean  int)}  {org.jf.smali.main assembleSmaliFile(File  DexFile  boolean  boolean  boolean  int)}),
689e0e59a69e08362a5b1373495e389496e12e57,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(MethodDefinition.LabelCache  CodeItem  int  T) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/Format/OffsetInstructionFormatMethodItem.java:45}	{Method new(MethodDefinition.LabelCache  CodeItem  int  OffsetInstruction) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/Format/OffsetInstructionFormatMethodItem.java:43}) CHANGE_SIGNATURE({org.jf.baksmali.Adaptors.Format.OffsetInstructionFormatMethodItem new(MethodDefinition.LabelCache  CodeItem  int  T)}  {org.jf.baksmali.Adaptors.Format.OffsetInstructionFormatMethodItem new(MethodDefinition.LabelCache  CodeItem  int  OffsetInstruction)}),
14f26474e631cecb327424d3351291fcc3792a8a,RENAME, RENAME	{Method enumerateNonPositionalSubstitutions(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/xml/ResXmlEncoders.java:143}	{Method enumerateNonPositionalSubstitutionsIfRequired(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/xml/ResXmlEncoders.java:143}) RENAME({brut.androlib.res.xml.ResXmlEncoders enumerateNonPositionalSubstitutions(String)}  {brut.androlib.res.xml.ResXmlEncoders enumerateNonPositionalSubstitutionsIfRequired(String)}),
85a4901e1d5c83b3f28c81d6a979e6cfd460c136,INLINE, INLINE	{Method getmType() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResResSpec.java:126}	{Method getType() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResResSpec.java:104}) INLINE({brut.androlib.res.data.ResResSpec getmType()}  {brut.androlib.res.data.ResResSpec getType()}),
85a4901e1d5c83b3f28c81d6a979e6cfd460c136,INLINE, INLINE	{Method getmType() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResResSpec.java:126}	{Method toString() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResResSpec.java:121}) INLINE({brut.androlib.res.data.ResResSpec getmType()}  {brut.androlib.res.data.ResResSpec toString()}),
853d807f59f793ee77f698679744d843cdef8ad1,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method assembleSmaliFile(File) at src/brut/androlib/util/DexFileBuilder.java:77}	{Method assembleSmaliFile(InputStream) at src/brut/androlib/util/DexFileBuilder.java:83}) CHANGE_SIGNATURE({brut.androlib.util.DexFileBuilder assembleSmaliFile(File)}  {brut.androlib.util.DexFileBuilder assembleSmaliFile(InputStream)}),
853d807f59f793ee77f698679744d843cdef8ad1,EXTRACT, EXTRACT	{Method addSmaliFile(File) at src/brut/androlib/util/DexFileBuilder.java:33}	{Method addSmaliFile(InputStream) at src/brut/androlib/util/DexFileBuilder.java:41}) EXTRACT({brut.androlib.util.DexFileBuilder addSmaliFile(File)}  {brut.androlib.util.DexFileBuilder addSmaliFile(InputStream)}),
46ac7092dadef13a35a83df624f6a2f73a2add47,EXTRACT_MOVE, EXTRACT_MOVE	{Method serializeToResValuesXml(XmlSerializer  ResResource) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResArrayValue.java:45}	{Method encodeAsResXmlItemValue() at apktool-lib/src/main/java/brut/androlib/res/data/value/ResScalarValue.java:46}) EXTRACT_MOVE({brut.androlib.res.data.value.ResArrayValue serializeToResValuesXml(XmlSerializer  ResResource)}  {brut.androlib.res.data.value.ResScalarValue encodeAsResXmlItemValue()}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(BuilderMethodReference  List  int  BuilderAnnotationSet  BuilderMethodImplementation) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/BuilderMethod.java:53}	{Method new(BuilderMethodReference  List  int  BuilderAnnotationSet  MethodImplementation) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/BuilderMethod.java:53}) CHANGE_SIGNATURE({org.jf.dexlib2.writer.builder.BuilderMethod new(BuilderMethodReference  List  int  BuilderAnnotationSet  BuilderMethodImplementation)}  {org.jf.dexlib2.writer.builder.BuilderMethod new(BuilderMethodReference  List  int  BuilderAnnotationSet  MethodImplementation)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method getExceptionType(BuilderExceptionHandler) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/BuilderClassPool.java:312}	{Method getExceptionType(ExceptionHandler) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/BuilderClassPool.java:313}) CHANGE_SIGNATURE({org.jf.dexlib2.writer.builder.BuilderClassPool getExceptionType(BuilderExceptionHandler)}  {org.jf.dexlib2.writer.builder.BuilderClassPool getExceptionType(ExceptionHandler)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,RENAME, RENAME	{Method writeCodeItems(DexDataWriter) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:779}	{Method writeCodeItem(DexDataWriter  ByteArrayOutputStream  MethodKey  List  Iterable  int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:863}) RENAME({org.jf.dexlib2.writer.DexWriter writeCodeItems(DexDataWriter)}  {org.jf.dexlib2.writer.DexWriter writeCodeItem(DexDataWriter  ByteArrayOutputStream  MethodKey  List  Iterable  int)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method outputAt(RandomAccessFile  int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:282}	{Method outputAt(DexDataStore  int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:282}) CHANGE_SIGNATURE({org.jf.dexlib2.writer.DexWriter outputAt(RandomAccessFile  int)}  {org.jf.dexlib2.writer.DexWriter outputAt(DexDataStore  int)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method internMethod(String  String  List  String  int  Set  BuilderMethodImplementation) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/DexBuilder.java:92}	{Method internMethod(String  String  List  String  int  Set  MethodImplementation) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/DexBuilder.java:92}) CHANGE_SIGNATURE({org.jf.dexlib2.writer.builder.DexBuilder internMethod(String  String  List  String  int  Set  BuilderMethodImplementation)}  {org.jf.dexlib2.writer.builder.DexBuilder internMethod(String  String  List  String  int  Set  MethodImplementation)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method writeDebugItem(DebugWriter  BuilderDebugItem) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/BuilderClassPool.java:356}	{Method writeDebugItem(DebugWriter  DebugItem) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/builder/BuilderClassPool.java:382}) CHANGE_SIGNATURE({org.jf.dexlib2.writer.builder.BuilderClassPool writeDebugItem(DebugWriter  BuilderDebugItem)}  {org.jf.dexlib2.writer.builder.BuilderClassPool writeDebugItem(DebugWriter  DebugItem)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method writeTo(String) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:190}	{Method writeTo(DexDataStore  DeferredOutputStreamFactory) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:203}) CHANGE_SIGNATURE({org.jf.dexlib2.writer.DexWriter writeTo(String)}  {org.jf.dexlib2.writer.DexWriter writeTo(DexDataStore  DeferredOutputStreamFactory)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method updateSignature(FileChannel) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:228}	{Method updateSignature(DexDataStore) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:238}) CHANGE_SIGNATURE({org.jf.dexlib2.writer.DexWriter updateSignature(FileChannel)}  {org.jf.dexlib2.writer.DexWriter updateSignature(DexDataStore)}),
79c68ed6d9aac58cca3aed2fa72afe979b8ce10c,RENAME, RENAME	{Method writeDebugItems(DexDataWriter) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:709}	{Method writeDebugItem(DexDataWriter  DebugWriter  Iterable  Iterable) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/writer/DexWriter.java:804}) RENAME({org.jf.dexlib2.writer.DexWriter writeDebugItems(DexDataWriter)}  {org.jf.dexlib2.writer.DexWriter writeDebugItem(DexDataWriter  DebugWriter  Iterable  Iterable)}),
39a2848340eb067825f9952ff452eac1abc3f2fd,MOVE, MOVE	{Method copy(InputStream  OutputStream  byte[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:637}	{Method copy(InputStream  OutputStream  byte[]) at brut.j.util/src/main/java/brut/util/BrutIO.java:74}) MOVE({brut.androlib.Androlib copy(InputStream  OutputStream  byte[])}  {brut.util.BrutIO copy(InputStream  OutputStream  byte[])}),
39a2848340eb067825f9952ff452eac1abc3f2fd,MOVE, MOVE	{Method calculateCrc(InputStream  byte[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:628}	{Method calculateCrc(InputStream  byte[]) at brut.j.util/src/main/java/brut/util/BrutIO.java:65}) MOVE({brut.androlib.Androlib calculateCrc(InputStream  byte[])}  {brut.util.BrutIO calculateCrc(InputStream  byte[])}),
d29411117e3b2da726cfd38ef418bd5b7a18ddb7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(ResID  String  ResPackage  ResTypeSpec) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResResSpec.java:35}	{Method new(ResID  String  int  ResPackage  ResTypeSpec) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResResSpec.java:37}) CHANGE_SIGNATURE({brut.androlib.res.data.ResResSpec new(ResID  String  ResPackage  ResTypeSpec)}  {brut.androlib.res.data.ResResSpec new(ResID  String  int  ResPackage  ResTypeSpec)}),
88eed24625e9008b6bfc88ec9ef31658d7df07db,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method readEntry() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:238}	{Method readEntry(EntryData) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:271}) CHANGE_SIGNATURE({brut.androlib.res.decoder.ARSCDecoder readEntry()}  {brut.androlib.res.decoder.ARSCDecoder readEntry(EntryData)}),
89133557ca251c4b275fb90e6db7df11f2371131,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(File  File  boolean  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:45}	{Method new(File  File  boolean  String  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:45}) CHANGE_SIGNATURE({brut.androlib.src.SmaliDecoder new(File  File  boolean  boolean)}  {brut.androlib.src.SmaliDecoder new(File  File  boolean  String  boolean)}),
89133557ca251c4b275fb90e6db7df11f2371131,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method decodeSourcesSmali(File  File  boolean  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:67}	{Method decodeSourcesSmali(File  File  boolean  String  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:67}) CHANGE_SIGNATURE({brut.androlib.Androlib decodeSourcesSmali(File  File  boolean  boolean)}  {brut.androlib.Androlib decodeSourcesSmali(File  File  boolean  String  boolean)}),
89133557ca251c4b275fb90e6db7df11f2371131,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method decode(File  File  boolean  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:40}	{Method decode(File  File  boolean  String  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/src/SmaliDecoder.java:40}) CHANGE_SIGNATURE({brut.androlib.src.SmaliDecoder decode(File  File  boolean  boolean)}  {brut.androlib.src.SmaliDecoder decode(File  File  boolean  String  boolean)}),
4dbfecc003912903e9653aa606acfb9c5fc1af95,EXTRACT, EXTRACT	{Method bagFactory(JniEntry) at src/brut/androlib/res/data/value/ResValueFactory.java:111}	{Method bagFactory(String  int  Map) at src/brut/androlib/res/data/value/ResValueFactory.java:118}) EXTRACT({brut.androlib.res.data.value.ResValueFactory bagFactory(JniEntry)}  {brut.androlib.res.data.value.ResValueFactory bagFactory(String  int  Map)}),
8d59882e5f23408a380c76253e532f5e169dc837,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method getManifestFileDecoder() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:711}	{Method getManifestFileDecoder(boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:711}) CHANGE_SIGNATURE({brut.androlib.res.AndrolibResources getManifestFileDecoder()}  {brut.androlib.res.AndrolibResources getManifestFileDecoder(boolean)}),
f9c9588f1dc97127898cf3e1de60e65e257a2e83,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method assembleSmaliFile(InputStream) at src/brut/androlib/util/DexFileBuilder.java:83}	{Method assembleSmaliFile(InputStream  String) at src/brut/androlib/util/DexFileBuilder.java:85}) CHANGE_SIGNATURE({brut.androlib.util.DexFileBuilder assembleSmaliFile(InputStream)}  {brut.androlib.util.DexFileBuilder assembleSmaliFile(InputStream  String)}),
f9c9588f1dc97127898cf3e1de60e65e257a2e83,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method addSmaliFile(InputStream) at src/brut/androlib/util/DexFileBuilder.java:41}	{Method addSmaliFile(InputStream  String) at src/brut/androlib/util/DexFileBuilder.java:42}) CHANGE_SIGNATURE({brut.androlib.util.DexFileBuilder addSmaliFile(InputStream)}  {brut.androlib.util.DexFileBuilder addSmaliFile(InputStream  String)}),
7a4a20ba347c5070ec6d99e07c19a739cbba13bc,EXTRACT, EXTRACT	{Method decodeResources(File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/ResourcesDecoder.java:194}	{Method loadMainPkg() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/ResourcesDecoder.java:179}) EXTRACT({brut.androlib.res.ResourcesDecoder decodeResources(File)}  {brut.androlib.res.ResourcesDecoder loadMainPkg()}),
3fdf9ec09da3ddc0bb597ffab199042eb5c97667,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/baksmali.java:60}	{Method disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String  boolean) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/baksmali.java:60}) CHANGE_SIGNATURE({org.jf.baksmali.baksmali disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String)}  {org.jf.baksmali.baksmali disassembleDexFile(String  DexFile  boolean  String  String[]  String  String  boolean  boolean  boolean  boolean  boolean  boolean  int  boolean  boolean  String  boolean)}),
